season,team,conference,division,points,wins,reg_wins,nhl_place,conference_place,division_place,round_numeric,description,W%,league_playoff_min,season_mod,GP,W,L,PTS,OTL
20102011,VAN,Western,Northwest,117,54,46,1,1.0,1,4.0,Stanley-Cup-Final: Lost to BOS in 7 games,,,,82.0,54.0,19.0,117.0,9.0
20102011,WSH,Eastern,Southeast,107,48,34,2,1.0,1,2.0,Conference-Semifinals: Lost to TBL in 4 games,,,,82.0,48.0,23.0,107.0,11.0
20102011,PHI,Eastern,Atlantic,106,47,41,3,2.0,1,2.0,Conference-Semifinals: Lost to BOS in 4 games,,,,82.0,47.0,23.0,106.0,12.0
20102011,PIT,Eastern,Atlantic,106,49,34,4,3.0,2,1.0,Conference-Quarterfinals: Lost to TBL in 7 games,,,,82.0,49.0,25.0,106.0,8.0
20102011,SJS,Western,Pacific,105,48,38,5,2.0,1,3.0,Conference-Finals: Lost to VAN in 5 games,,,,82.0,48.0,25.0,105.0,9.0
20102011,DET,Western,Central,104,47,34,6,3.0,1,2.0,Conference-Semifinals: Lost to SJS in 7 games,,,,82.0,47.0,25.0,104.0,10.0
20102011,BOS,Eastern,Northeast,103,46,43,7,4.0,1,4.0,Stanley-Cup-Final: Defeated VAN in 7 games,,,,82.0,46.0,25.0,103.0,11.0
20102011,TBL,Eastern,Southeast,103,46,32,8,5.0,2,3.0,Conference-Finals: Lost to BOS in 7 games,,,,82.0,46.0,25.0,103.0,11.0
20102011,ANA,Western,Pacific,99,47,34,9,4.0,2,1.0,Conference-Quarterfinals: Lost to NSH in 6 games,,,,82.0,47.0,30.0,99.0,5.0
20102011,NSH,Western,Central,99,44,36,10,5.0,2,2.0,Conference-Semifinals: Lost to VAN in 6 games,,,,82.0,44.0,27.0,99.0,11.0
20102011,ARI,Western,Pacific,99,43,36,11,6.0,3,1.0,Conference-Quarterfinals: Lost to DET in 4 games,,,,,,,,
20102011,LAK,Western,Pacific,98,46,35,12,7.0,4,1.0,Conference-Quarterfinals: Lost to SJS in 6 games,,,,82.0,46.0,30.0,98.0,6.0
20102011,CHI,Western,Central,97,44,34,13,8.0,3,1.0,Conference-Quarterfinals: Lost to VAN in 7 games,,,,82.0,44.0,29.0,97.0,9.0
20102011,MTL,Eastern,Northeast,96,44,36,14,6.0,2,1.0,Conference-Quarterfinals: Lost to BOS in 7 games,,,,82.0,44.0,30.0,96.0,8.0
20102011,BUF,Eastern,Northeast,96,43,28,15,7.0,3,1.0,Conference-Quarterfinals: Lost to PHI in 7 games,,,,82.0,43.0,29.0,96.0,10.0
20102011,DAL,Western,Pacific,95,42,32,16,9.0,5,0.0,,,,,82.0,42.0,29.0,95.0,11.0
20102011,CGY,Western,Northwest,94,41,30,17,10.0,2,0.0,,,,,82.0,41.0,29.0,94.0,12.0
20102011,NYR,Eastern,Atlantic,93,44,32,18,8.0,3,1.0,Conference-Quarterfinals: Lost to WSH in 5 games,,,,82.0,44.0,33.0,93.0,5.0
20102011,CAR,Eastern,Southeast,91,40,29,19,9.0,3,0.0,,,,,82.0,40.0,31.0,91.0,11.0
20102011,STL,Western,Central,87,38,31,20,11.0,4,0.0,,,,,82.0,38.0,33.0,87.0,11.0
20102011,MIN,Western,Northwest,86,39,31,21,12.0,3,0.0,,,,,82.0,39.0,35.0,86.0,8.0
20102011,TOR,Eastern,Northeast,85,37,30,22,10.0,4,0.0,,,,,82.0,37.0,34.0,85.0,11.0
20102011,NJD,Eastern,Atlantic,81,38,28,23,11.0,4,0.0,,,,,82.0,38.0,39.0,81.0,5.0
20102011,CBJ,Western,Central,81,34,24,24,13.0,5,0.0,,,,,82.0,34.0,35.0,81.0,13.0
20102011,WPG,Eastern,Southeast,80,34,19,25,12.0,4,0.0,,,,,,,,,
20102011,OTT,Eastern,Northeast,74,32,28,26,13.0,5,0.0,,,,,82.0,32.0,40.0,74.0,10.0
20102011,NYI,Eastern,Atlantic,73,30,19,27,14.0,5,0.0,,,,,82.0,30.0,39.0,73.0,13.0
20102011,FLA,Eastern,Southeast,72,30,20,28,15.0,5,0.0,,,,,82.0,30.0,40.0,72.0,12.0
20102011,COL,Western,Northwest,68,30,18,29,14.0,4,0.0,,,,,82.0,30.0,44.0,68.0,8.0
20102011,EDM,Western,Northwest,62,25,21,30,15.0,5,0.0,,,,,82.0,25.0,45.0,62.0,12.0
20112012,VAN,Western,Northwest,111,51,36,1,1.0,1,1.0,Conference-Quarterfinals: Lost to LAK in 5 games,0.6219512195121951,0.4634146341463415,11/12,82.0,51.0,22.0,111.0,9.0
20112012,NYR,Eastern,Atlantic,109,51,39,2,1.0,1,3.0,Conference-Finals: Lost to NJD in 6 games,0.6219512195121951,0.4634146341463415,11/12,82.0,51.0,24.0,109.0,7.0
20112012,STL,Western,Central,109,49,42,3,2.0,1,2.0,Conference-Semifinals: Lost to LAK in 4 games,0.5975609756097561,0.4634146341463415,11/12,82.0,49.0,22.0,109.0,11.0
20112012,PIT,Eastern,Atlantic,108,51,40,4,2.0,2,1.0,Conference-Quarterfinals: Lost to PHI in 6 games,0.6219512195121951,0.4634146341463415,11/12,82.0,51.0,25.0,108.0,6.0
20112012,NSH,Western,Central,104,48,40,5,3.0,2,2.0,Conference-Semifinals: Lost to PHX in 5 games,0.5853658536585366,0.4634146341463415,11/12,82.0,48.0,26.0,104.0,8.0
20112012,PHI,Eastern,Atlantic,103,47,37,6,3.0,3,2.0,Conference-Semifinals: Lost to NJD in 5 games,0.573170731707317,0.4634146341463415,11/12,82.0,47.0,26.0,103.0,9.0
20112012,BOS,Eastern,Northeast,102,49,38,7,4.0,1,1.0,Conference-Quarterfinals: Lost to WSH in 7 games,0.5975609756097561,0.4634146341463415,11/12,82.0,49.0,29.0,102.0,4.0
20112012,DET,Western,Central,102,48,36,8,4.0,3,1.0,Conference-Quarterfinals: Lost to NSH in 5 games,0.5853658536585366,0.4634146341463415,11/12,82.0,48.0,28.0,102.0,6.0
20112012,NJD,Eastern,Atlantic,102,48,32,9,5.0,4,4.0,Stanley-Cup-Final: Lost to LAK in 6 games,0.5853658536585366,0.4634146341463415,11/12,82.0,48.0,28.0,102.0,6.0
20112012,CHI,Western,Central,101,45,34,10,5.0,4,1.0,Conference-Quarterfinals: Lost to PHX in 6 games,0.5487804878048781,0.4634146341463415,11/12,82.0,45.0,26.0,101.0,11.0
20112012,ARI,Western,Pacific,97,42,33,11,6.0,1,3.0,Conference-Finals: Lost to LAK in 5 games,0.5121951219512195,0.4634146341463415,11/12,,,,,
20112012,SJS,Western,Pacific,96,43,31,12,7.0,2,1.0,Conference-Quarterfinals: Lost to STL in 5 games,0.524390243902439,0.4634146341463415,11/12,82.0,43.0,29.0,96.0,10.0
20112012,LAK,Western,Pacific,95,40,31,13,8.0,3,4.0,Stanley-Cup-Final: Defeated NJD in 6 games,0.4878048780487805,0.4634146341463415,11/12,82.0,40.0,27.0,95.0,15.0
20112012,FLA,Eastern,Southeast,94,38,31,14,6.0,1,1.0,Conference-Quarterfinals: Lost to NJD in 7 games,0.4634146341463415,0.4634146341463415,11/12,82.0,38.0,26.0,94.0,18.0
20112012,WSH,Eastern,Southeast,92,42,31,15,7.0,2,2.0,Conference-Semifinals: Lost to NYR in 7 games,0.5121951219512195,0.4634146341463415,11/12,82.0,42.0,32.0,92.0,8.0
20112012,OTT,Eastern,Northeast,92,41,30,16,8.0,2,1.0,Conference-Quarterfinals: Lost to NYR in 7 games,0.5,0.4634146341463415,11/12,82.0,41.0,31.0,92.0,10.0
20112012,CGY,Western,Northwest,90,37,32,17,9.0,2,0.0,,0.4512195121951219,0.4634146341463415,11/12,82.0,37.0,29.0,90.0,16.0
20112012,DAL,Western,Pacific,89,42,31,18,10.0,4,0.0,,0.5121951219512195,0.4634146341463415,11/12,82.0,42.0,35.0,89.0,5.0
20112012,BUF,Eastern,Northeast,89,39,27,19,9.0,3,0.0,,0.4756097560975609,0.4634146341463415,11/12,82.0,39.0,32.0,89.0,11.0
20112012,COL,Western,Northwest,88,41,25,20,11.0,3,0.0,,0.5,0.4634146341463415,11/12,82.0,41.0,35.0,88.0,6.0
20112012,TBL,Eastern,Southeast,84,38,25,21,10.0,3,0.0,,0.4634146341463415,0.4634146341463415,11/12,82.0,38.0,36.0,84.0,8.0
20112012,WPG,Eastern,Southeast,84,37,27,22,11.0,4,0.0,,0.4512195121951219,0.4634146341463415,11/12,82.0,37.0,35.0,84.0,10.0
20112012,CAR,Eastern,Southeast,82,33,29,23,12.0,5,0.0,,0.4024390243902439,0.4634146341463415,11/12,82.0,33.0,33.0,82.0,16.0
20112012,MIN,Western,Northwest,81,35,22,24,12.0,4,0.0,,0.4268292682926829,0.4634146341463415,11/12,82.0,35.0,36.0,81.0,11.0
20112012,ANA,Western,Pacific,80,34,29,25,13.0,5,0.0,,0.4146341463414634,0.4634146341463415,11/12,82.0,34.0,36.0,80.0,12.0
20112012,TOR,Eastern,Northeast,80,35,26,26,13.0,4,0.0,,0.4268292682926829,0.4634146341463415,11/12,82.0,35.0,37.0,80.0,10.0
20112012,NYI,Eastern,Atlantic,79,34,24,27,14.0,5,0.0,,0.4146341463414634,0.4634146341463415,11/12,82.0,34.0,37.0,79.0,11.0
20112012,MTL,Eastern,Northeast,78,31,24,28,15.0,5,0.0,,0.3780487804878049,0.4634146341463415,11/12,82.0,31.0,35.0,78.0,16.0
20112012,EDM,Western,Northwest,74,32,25,29,14.0,5,0.0,,0.3902439024390244,0.4634146341463415,11/12,82.0,32.0,40.0,74.0,10.0
20112012,CBJ,Western,Central,65,29,23,30,15.0,5,0.0,,0.3536585365853658,0.4634146341463415,11/12,82.0,29.0,46.0,65.0,7.0
20122013,CHI,Western,Central,77,36,25,1,1.0,1,4.0,Stanley-Cup-Final: Defeated BOS in 6 games,0.75,0.5,12/13,48.0,36.0,7.0,77.0,5.0
20122013,PIT,Eastern,Atlantic,72,36,31,2,1.0,1,3.0,Conference-Finals: Lost to BOS in 4 games,0.75,0.5,12/13,48.0,36.0,12.0,72.0,0.0
20122013,ANA,Western,Pacific,66,30,23,3,2.0,1,1.0,Conference-Quarterfinals: Lost to DET in 7 games,0.625,0.5,12/13,48.0,30.0,12.0,66.0,6.0
20122013,MTL,Eastern,Northeast,63,29,24,4,2.0,1,1.0,Conference-Quarterfinals: Lost to OTT in 5 games,0.6041666666666666,0.5,12/13,48.0,29.0,14.0,63.0,5.0
20122013,BOS,Eastern,Northeast,62,28,23,5,3.0,2,4.0,Stanley-Cup-Final: Lost to CHI in 6 games,0.5833333333333334,0.5,12/13,48.0,28.0,14.0,62.0,6.0
20122013,STL,Western,Central,60,29,20,6,3.0,2,1.0,Conference-Quarterfinals: Lost to LAK in 6 games,0.6041666666666666,0.5,12/13,48.0,29.0,17.0,60.0,2.0
20122013,LAK,Western,Pacific,59,27,24,7,4.0,2,3.0,Conference-Finals: Lost to CHI in 5 games,0.5625,0.5,12/13,48.0,27.0,16.0,59.0,5.0
20122013,VAN,Western,Northwest,59,26,20,8,5.0,1,1.0,Conference-Quarterfinals: Lost to SJS in 4 games,0.5416666666666666,0.5,12/13,48.0,26.0,15.0,59.0,7.0
20122013,TOR,Eastern,Northeast,57,26,24,9,4.0,3,1.0,Conference-Quarterfinals: Lost to BOS in 7 games,0.5416666666666666,0.5,12/13,48.0,26.0,17.0,57.0,5.0
20122013,WSH,Eastern,Southeast,57,27,20,10,5.0,1,1.0,Conference-Quarterfinals: Lost to NYR in 7 games,0.5625,0.5,12/13,48.0,27.0,18.0,57.0,3.0
20122013,SJS,Western,Pacific,57,25,17,11,6.0,3,2.0,Conference-Semifinals: Lost to LAK in 7 games,0.5208333333333334,0.5,12/13,48.0,25.0,16.0,57.0,7.0
20122013,NYR,Eastern,Atlantic,56,26,18,12,6.0,2,2.0,Conference-Semifinals: Lost to BOS in 5 games,0.5416666666666666,0.5,12/13,48.0,26.0,18.0,56.0,4.0
20122013,DET,Western,Central,56,24,20,13,7.0,3,2.0,Conference-Semifinals: Lost to CHI in 7 games,0.5,0.5,12/13,48.0,24.0,16.0,56.0,8.0
20122013,OTT,Eastern,Northeast,56,25,19,14,7.0,4,2.0,Conference-Semifinals: Lost to PIT in 5 games,0.5208333333333334,0.5,12/13,48.0,25.0,17.0,56.0,6.0
20122013,MIN,Western,Northwest,55,26,19,15,8.0,2,1.0,Conference-Quarterfinals: Lost to CHI in 5 games,0.5416666666666666,0.5,12/13,48.0,26.0,19.0,55.0,3.0
20122013,NYI,Eastern,Atlantic,55,24,18,16,8.0,3,1.0,Conference-Quarterfinals: Lost to PIT in 6 games,0.5,0.5,12/13,48.0,24.0,17.0,55.0,7.0
20122013,CBJ,Western,Central,55,24,14,17,9.0,4,0.0,,0.5,0.5,12/13,48.0,24.0,17.0,55.0,7.0
20122013,WPG,Eastern,Southeast,51,24,18,18,9.0,2,0.0,,0.5,0.5,12/13,48.0,24.0,21.0,51.0,3.0
20122013,ARI,Western,Pacific,51,21,16,19,10.0,4,0.0,,0.4375,0.5,12/13,,,,,
20122013,PHI,Eastern,Atlantic,49,23,20,20,10.0,4,0.0,,0.4791666666666667,0.5,12/13,48.0,23.0,22.0,49.0,3.0
20122013,DAL,Western,Pacific,48,22,18,21,11.0,5,0.0,,0.4583333333333333,0.5,12/13,48.0,22.0,22.0,48.0,4.0
20122013,NJD,Eastern,Atlantic,48,19,16,22,11.0,5,0.0,,0.3958333333333333,0.5,12/13,48.0,19.0,19.0,48.0,10.0
20122013,BUF,Eastern,Northeast,48,21,13,23,12.0,5,0.0,,0.4375,0.5,12/13,48.0,21.0,21.0,48.0,6.0
20122013,EDM,Western,Northwest,45,19,15,24,12.0,3,0.0,,0.3958333333333333,0.5,12/13,48.0,19.0,22.0,45.0,7.0
20122013,CGY,Western,Northwest,42,19,17,25,13.0,4,0.0,,0.3958333333333333,0.5,12/13,48.0,19.0,25.0,42.0,4.0
20122013,CAR,Eastern,Southeast,42,19,17,26,13.0,3,0.0,,0.3958333333333333,0.5,12/13,48.0,19.0,25.0,42.0,4.0
20122013,NSH,Western,Central,41,16,11,27,14.0,5,0.0,,0.3333333333333333,0.5,12/13,48.0,16.0,23.0,41.0,9.0
20122013,TBL,Eastern,Southeast,40,18,16,28,14.0,4,0.0,,0.375,0.5,12/13,48.0,18.0,26.0,40.0,4.0
20122013,COL,Western,Northwest,39,16,11,29,15.0,5,0.0,,0.3333333333333333,0.5,12/13,48.0,16.0,25.0,39.0,7.0
20122013,FLA,Eastern,Southeast,36,15,11,30,15.0,5,0.0,,0.3125,0.5,12/13,48.0,15.0,27.0,36.0,6.0
20132014,BOS,Eastern,Atlantic,117,54,47,1,1.0,1,2.0,2Nd-Round: Lost to MTL in 7 games,0.6585365853658537,0.4756097560975609,13/14,82.0,54.0,19.0,117.0,9.0
20132014,ANA,Western,Pacific,116,54,44,2,1.0,1,2.0,2Nd-Round: Lost to LAK in 7 games,0.6585365853658537,0.4756097560975609,13/14,82.0,54.0,20.0,116.0,8.0
20132014,COL,Western,Central,112,52,37,3,2.0,1,1.0,1st round: Lost to MIN in 7 games,0.6341463414634146,0.4756097560975609,13/14,82.0,52.0,22.0,112.0,8.0
20132014,STL,Western,Central,111,52,40,4,3.0,2,1.0,1st round: Lost to CHI in 6 games,0.6341463414634146,0.4756097560975609,13/14,82.0,52.0,23.0,111.0,7.0
20132014,SJS,Western,Pacific,111,51,37,5,4.0,2,1.0,1st round: Lost to LAK in 7 games,0.6219512195121951,0.4756097560975609,13/14,82.0,51.0,22.0,111.0,9.0
20132014,PIT,Eastern,Metropolitan,109,51,40,6,2.0,1,2.0,2Nd-Round: Lost to NYR in 7 games,0.6219512195121951,0.4756097560975609,13/14,82.0,51.0,24.0,109.0,7.0
20132014,CHI,Western,Central,107,46,39,7,5.0,3,3.0,Conference-Finals: Lost to LAK in 7 games,0.5609756097560976,0.4756097560975609,13/14,82.0,46.0,21.0,107.0,15.0
20132014,TBL,Eastern,Atlantic,101,46,32,8,3.0,2,1.0,1st round: Lost to MTL in 4 games,0.5609756097560976,0.4756097560975609,13/14,82.0,46.0,27.0,101.0,9.0
20132014,MTL,Eastern,Atlantic,100,46,33,9,4.0,3,3.0,Conference-Finals: Lost to NYR in 6 games,0.5609756097560976,0.4756097560975609,13/14,82.0,46.0,28.0,100.0,8.0
20132014,LAK,Western,Pacific,100,46,34,10,6.0,3,4.0,Stanley-Cup-Final: Defeated NYR in 5 games,0.5609756097560976,0.4756097560975609,13/14,82.0,46.0,28.0,100.0,8.0
20132014,MIN,Western,Central,98,43,32,11,7.0,4,2.0,2Nd-Round: Lost to CHI in 6 games,0.524390243902439,0.4756097560975609,13/14,82.0,43.0,27.0,98.0,12.0
20132014,NYR,Eastern,Metropolitan,96,45,39,12,5.0,2,4.0,Stanley-Cup-Final: Lost to LAK in 5 games,0.5487804878048781,0.4756097560975609,13/14,82.0,45.0,31.0,96.0,6.0
20132014,PHI,Eastern,Metropolitan,94,42,35,13,6.0,3,1.0,1st round: Lost to NYR in 7 games,0.5121951219512195,0.4756097560975609,13/14,82.0,42.0,30.0,94.0,10.0
20132014,CBJ,Eastern,Metropolitan,93,43,35,14,7.0,4,1.0,1st round: Lost to PIT in 6 games,0.524390243902439,0.4756097560975609,13/14,81.0,42.0,32.0,91.0,7.0
20132014,DET,Eastern,Atlantic,93,39,30,15,8.0,4,1.0,1st round: Lost to BOS in 5 games,0.4756097560975609,0.4756097560975609,13/14,82.0,39.0,28.0,93.0,15.0
20132014,DAL,Western,Central,91,40,34,16,8.0,5,1.0,1st round: Lost to ANA in 6 games,0.4878048780487805,0.4756097560975609,13/14,81.0,40.0,30.0,91.0,11.0
20132014,WSH,Eastern,Metropolitan,90,38,24,17,9.0,5,0.0,,0.4634146341463415,0.4756097560975609,13/14,82.0,38.0,30.0,90.0,14.0
20132014,ARI,Western,Pacific,89,37,28,18,9.0,4,0.0,,0.4512195121951219,0.4756097560975609,13/14,,,,,
20132014,NSH,Western,Central,88,38,33,19,10.0,6,0.0,,0.4634146341463415,0.4756097560975609,13/14,82.0,38.0,32.0,88.0,12.0
20132014,NJD,Eastern,Metropolitan,88,35,26,20,10.0,6,0.0,,0.4268292682926829,0.4756097560975609,13/14,82.0,35.0,29.0,88.0,18.0
20132014,OTT,Eastern,Atlantic,88,37,27,21,11.0,5,0.0,,0.4512195121951219,0.4756097560975609,13/14,82.0,37.0,31.0,88.0,14.0
20132014,WPG,Western,Central,84,37,24,22,11.0,7,0.0,,0.4512195121951219,0.4756097560975609,13/14,82.0,37.0,35.0,84.0,10.0
20132014,TOR,Eastern,Atlantic,84,38,24,23,12.0,6,0.0,,0.4634146341463415,0.4756097560975609,13/14,82.0,38.0,36.0,84.0,8.0
20132014,CAR,Eastern,Metropolitan,83,36,30,24,13.0,7,0.0,,0.4390243902439024,0.4756097560975609,13/14,82.0,36.0,35.0,83.0,11.0
20132014,VAN,Western,Pacific,83,36,25,25,12.0,5,0.0,,0.4390243902439024,0.4756097560975609,13/14,82.0,36.0,35.0,83.0,11.0
20132014,NYI,Eastern,Metropolitan,79,34,21,26,14.0,8,0.0,,0.4146341463414634,0.4756097560975609,13/14,82.0,34.0,37.0,79.0,11.0
20132014,CGY,Western,Pacific,77,35,21,27,13.0,6,0.0,,0.4268292682926829,0.4756097560975609,13/14,82.0,35.0,40.0,77.0,7.0
20132014,EDM,Western,Pacific,67,29,20,28,14.0,7,0.0,,0.3536585365853658,0.4756097560975609,13/14,82.0,29.0,44.0,67.0,9.0
20132014,FLA,Eastern,Atlantic,66,29,21,29,15.0,7,0.0,,0.3536585365853658,0.4756097560975609,13/14,82.0,29.0,45.0,66.0,8.0
20132014,BUF,Eastern,Atlantic,52,21,11,30,16.0,8,0.0,,0.2560975609756097,0.4756097560975609,13/14,82.0,21.0,51.0,52.0,10.0
20142015,NYR,Eastern,Metropolitan,113,53,43,1,1.0,1,3.0,Conference-Finals: Lost to TBL in 7 games,0.6463414634146342,0.524390243902439,14/15,82.0,53.0,22.0,113.0,7.0
20142015,MTL,Eastern,Atlantic,110,50,37,2,2.0,1,2.0,2Nd-Round: Lost to TBL in 6 games,0.6097560975609756,0.524390243902439,14/15,82.0,50.0,22.0,110.0,10.0
20142015,ANA,Western,Pacific,109,51,35,3,1.0,1,3.0,Conference-Finals: Lost to CHI in 7 games,0.6219512195121951,0.524390243902439,14/15,82.0,51.0,24.0,109.0,7.0
20142015,STL,Western,Central,109,51,37,4,2.0,1,1.0,1st round: Lost to MIN in 6 games,0.6219512195121951,0.524390243902439,14/15,82.0,51.0,24.0,109.0,7.0
20142015,TBL,Eastern,Atlantic,108,50,43,5,3.0,2,4.0,Stanley-Cup-Final: Lost to CHI in 6 games,0.6097560975609756,0.524390243902439,14/15,82.0,50.0,24.0,108.0,8.0
20142015,NSH,Western,Central,104,47,33,6,3.0,2,1.0,1st round: Lost to CHI in 6 games,0.573170731707317,0.524390243902439,14/15,82.0,47.0,25.0,104.0,10.0
20142015,CHI,Western,Central,102,48,36,7,4.0,3,4.0,Stanley-Cup-Final: Defeated TBL in 6 games,0.5853658536585366,0.524390243902439,14/15,82.0,48.0,28.0,102.0,6.0
20142015,VAN,Western,Pacific,101,48,36,8,5.0,2,1.0,1st round: Lost to CGY in 6 games,0.5853658536585366,0.524390243902439,14/15,82.0,48.0,29.0,101.0,5.0
20142015,WSH,Eastern,Metropolitan,101,45,35,9,4.0,2,2.0,2Nd-Round: Lost to NYR in 7 games,0.5487804878048781,0.524390243902439,14/15,82.0,45.0,26.0,101.0,11.0
20142015,NYI,Eastern,Metropolitan,101,47,34,10,5.0,3,1.0,1st round: Lost to WSH in 7 games,0.573170731707317,0.524390243902439,14/15,82.0,47.0,28.0,101.0,7.0
20142015,MIN,Western,Central,100,46,38,11,6.0,4,2.0,2Nd-Round: Lost to CHI in 4 games,0.5609756097560976,0.524390243902439,14/15,82.0,46.0,28.0,100.0,8.0
20142015,DET,Eastern,Atlantic,100,43,32,12,6.0,3,1.0,1st round: Lost to TBL in 7 games,0.524390243902439,0.524390243902439,14/15,82.0,43.0,25.0,100.0,14.0
20142015,OTT,Eastern,Atlantic,99,43,30,13,7.0,4,1.0,1st round: Lost to MTL in 6 games,0.524390243902439,0.524390243902439,14/15,82.0,43.0,26.0,99.0,13.0
20142015,WPG,Western,Central,99,43,32,14,7.0,5,1.0,1st round: Lost to ANA in 4 games,0.524390243902439,0.524390243902439,14/15,82.0,43.0,26.0,99.0,13.0
20142015,PIT,Eastern,Metropolitan,98,43,33,15,8.0,4,1.0,1st round: Lost to NYR in 5 games,0.524390243902439,0.524390243902439,14/15,82.0,43.0,27.0,98.0,12.0
20142015,CGY,Western,Pacific,97,45,32,16,8.0,3,2.0,2Nd-Round: Lost to ANA in 5 games,0.5487804878048781,0.524390243902439,14/15,82.0,45.0,30.0,97.0,7.0
20142015,BOS,Eastern,Atlantic,96,41,28,17,9.0,5,0.0,,0.5,0.524390243902439,14/15,82.0,41.0,27.0,96.0,14.0
20142015,LAK,Western,Pacific,95,40,37,18,9.0,4,0.0,,0.4878048780487805,0.524390243902439,14/15,82.0,40.0,27.0,95.0,15.0
20142015,DAL,Western,Central,92,41,33,19,10.0,6,0.0,,0.5,0.524390243902439,14/15,82.0,41.0,31.0,92.0,10.0
20142015,FLA,Eastern,Atlantic,91,38,29,20,10.0,6,0.0,,0.4634146341463415,0.524390243902439,14/15,82.0,38.0,29.0,91.0,15.0
20142015,COL,Western,Central,90,39,27,21,11.0,7,0.0,,0.4756097560975609,0.524390243902439,14/15,82.0,39.0,31.0,90.0,12.0
20142015,SJS,Western,Pacific,89,40,34,22,12.0,5,0.0,,0.4878048780487805,0.524390243902439,14/15,82.0,40.0,33.0,89.0,9.0
20142015,CBJ,Eastern,Metropolitan,89,42,28,23,11.0,5,0.0,,0.5121951219512195,0.524390243902439,14/15,82.0,42.0,35.0,89.0,5.0
20142015,PHI,Eastern,Metropolitan,84,33,25,24,12.0,6,0.0,,0.4024390243902439,0.524390243902439,14/15,82.0,33.0,31.0,84.0,18.0
20142015,NJD,Eastern,Metropolitan,78,32,26,25,13.0,7,0.0,,0.3902439024390244,0.524390243902439,14/15,82.0,32.0,36.0,78.0,14.0
20142015,CAR,Eastern,Metropolitan,71,30,24,26,14.0,8,0.0,,0.3658536585365853,0.524390243902439,14/15,82.0,30.0,41.0,71.0,11.0
20142015,TOR,Eastern,Atlantic,68,30,22,27,15.0,7,0.0,,0.3658536585365853,0.524390243902439,14/15,82.0,30.0,44.0,68.0,8.0
20142015,EDM,Western,Pacific,62,24,17,28,13.0,6,0.0,,0.2926829268292683,0.524390243902439,14/15,82.0,24.0,44.0,62.0,14.0
20142015,ARI,Western,Pacific,56,24,14,29,14.0,7,0.0,,0.2926829268292683,0.524390243902439,14/15,82.0,24.0,50.0,56.0,8.0
